season,name,fours,sixes
2017.0,RD Chahar,0.0,0.0
2017.0,RG Sharma,31.0,9.0
2017.0,RR Pant,28.0,24.0
2017.0,RV Uthappa,36.0,21.0
2017.0,Rashid Khan,0.0,1.0
2017.0,S Aravind,2.0,0.0
2017.0,S Badree,0.0,0.0
2017.0,S Dhawan,53.0,9.0
2017.0,S Kaul,0.0,0.0
2017.0,S Nadeem,0.0,0.0
2017.0,SA Yadav,8.0,3.0
2017.0,SE Marsh,36.0,5.0
2017.0,SK Raina,42.0,13.0
2017.0,SL Malinga,0.0,1.0
2017.0,SN Thakur,0.0,0.0
2017.0,SP Jackson,5.0,0.0
2017.0,SP Narine,34.0,10.0
2017.0,SPD Smith,38.0,12.0
2017.0,SR Watson,6.0,1.0
2017.0,SS Iyer,36.0,10.0
2017.0,SS Tiwary,9.0,0.0
2017.0,STR Binny,6.0,3.0
2017.0,SV Samson,32.0,19.0
2017.0,SW Billings,19.0,1.0
2017.0,Sachin Baby,2.0,0.0
2017.0,Sandeep Sharma,0.0,0.0
2017.0,Shakib Al Hasan,0.0,0.0
2017.0,Swapnil Singh,0.0,0.0
2017.0,TA Boult,0.0,0.0
2017.0,TG Southee,0.0,1.0
2017.0,TM Head,9.0,6.0
2017.0,TS Mills,0.0,1.0
2017.0,UT Yadav,0.0,0.0
2017.0,V Kohli,23.0,11.0
2017.0,V Shankar,12.0,1.0
2017.0,VR Aaron,0.0,0.0
2017.0,Vishnu Vinod,1.0,1.0
2017.0,WP Saha,20.0,8.0
2017.0,Washington Sundar,0.0,0.0
2017.0,YK Pathan,9.0,6.0
2017.0,YS Chahal,0.0,0.0
2017.0,Yuvraj Singh,30.0,8.0
2017.0,Z Khan,0.0,0.0
2018.0,A Dananjaya,0.0,0.0
2018.0,A Mishra,0.0,0.0
2018.0,AB de Villiers,39.0,30.0
2018.0,AD Hales,13.0,6.0
2018.0,AD Nath,1.0,0.0
2018.0,AD Russell,17.0,31.0
2018.0,AJ Finch,6.0,8.0
2018.0,AJ Tye,2.0,1.0
2018.0,AM Rahane,39.0,5.0
2018.0,AR Patel,3.0,4.0
2018.0,AS Rajpoot,1.0,0.0
2018.0,AT Rayudu,53.0,34.0
2018.0,Abhishek Sharma,3.0,5.0
2018.0,Anureet Singh,0.0,0.0
2018.0,B Kumar,1.0,0.0
2018.0,B Laughlin,0.0,0.0
2018.0,B Stanlake,1.0,0.0
2018.0,BA Stokes,13.0,6.0
2018.0,BB McCullum,16.0,6.0
2018.0,BB Sran,0.0,0.0
2018.0,BCJ Cutting,5.0,8.0
2018.0,Basil Thampi,0.0,0.0
2018.0,C Munro,7.0,4.0
2018.0,C de Grandhomme,4.0,10.0
2018.0,CA Lynn,56.0,18.0
2018.0,CH Gayle,30.0,27.0
2018.0,CH Morris,3.0,2.0
2018.0,CJ Anderson,0.0,1.0
2018.0,CR Brathwaite,1.0,8.0
2018.0,CR Woakes,1.0,1.0
2018.0,DA Miller,3.0,2.0
2018.0,DJ Bravo,8.0,10.0
2018.0,DJ Hooda,2.0,3.0
2018.0,DJM Short,11.0,5.0
2018.0,DL Chahar,1.0,4.0
2018.0,DR Shorey,0.0,1.0
2018.0,DS Kulkarni,0.0,0.0
2018.0,DT Christian,0.0,1.0
2018.0,E Lewis,32.0,24.0
2018.0,F du Plessis,17.0,6.0
2018.0,G Gambhir,8.0,1.0
2018.0,GJ Maxwell,14.0,9.0
2018.0,H Klaasen,5.0,1.0
2018.0,HH Pandya,20.0,11.0
2018.0,HV Patel,1.0,6.0
2018.0,Harbhajan Singh,3.0,1.0
2018.0,IS Sodhi,0.0,0.0
2018.0,Imran Tahir,0.0,0.0
2018.0,Ishan Kishan,22.0,17.0
2018.0,JC Archer,2.0,0.0
2018.0,JC Buttler,52.0,21.0
2018.0,JD Unadkat,6.0,1.0
2018.0,JJ Bumrah,1.0,0.0
2018.0,JJ Roy,9.0,7.0
2018.0,JP Duminy,3.0,1.0
2018.0,JPR Scantlebury-Searles,0.0,1.0
2018.0,K Gowtham,9.0,9.0
2018.0,KA Pollard,10.0,7.0
2018.0,KD Karthik,49.0,16.0
2018.0,KH Pandya,22.0,10.0
2018.0,KK Nair,23.0,13.0
2018.0,KL Rahul,66.0,32.0
2018.0,KM Jadhav,1.0,2.0
2018.0,KS Williamson,63.0,28.0
2018.0,KV Sharma,0.0,0.0
2018.0,Kuldeep Yadav,1.0,0.0
2018.0,LE Plunkett,0.0,0.0
2018.0,M Ashwin,0.0,0.0
2018.0,M Markande,2.0,0.0
2018.0,M Prasidh Krishna,0.0,0.0
2018.0,M Vijay,0.0,1.0
2018.0,M Vohra,2.0,4.0
2018.0,MA Agarwal,9.0,5.0
2018.0,MA Wood,0.0,0.0
2018.0,MG Johnson,2.0,0.0
2018.0,MJ McClenaghan,1.0,1.0
2018.0,MK Lomror,1.0,0.0
2018.0,MK Pandey,22.0,5.0
2018.0,MK Tiwary,4.0,1.0
2018.0,MM Ali,4.0,6.0
2018.0,MM Sharma,1.0,0.0
2018.0,MP Stoinis,6.0,4.0
2018.0,MS Dhoni,24.0,30.0
2018.0,Mandeep Singh,16.0,11.0
2018.0,Mohammad Nabi,3.0,0.0
2018.0,Mohammed Shami,1.0,0.0
2018.0,Mohammed Siraj,2.0,1.0
2018.0,Mujeeb Ur Rahman,2.0,0.0
2018.0,Mustafizur Rahman,0.0,0.0
2018.0,N Rana,26.0,14.0
2018.0,NV Ojha,0.0,0.0
2018.0,P Chopra,2.0,0.0
2018.0,P Negi,0.0,0.0
2018.0,PA Patel,20.0,4.0
2018.0,PJ Sangwan,0.0,0.0
2018.0,PP Chawla,1.0,1.0
2018.0,PP Shaw,27.0,10.0
2018.0,Q de Kock,20.0,8.0
2018.0,R Ashwin,7.0,5.0
2018.0,R Tewatia,5.0,1.0
2018.0,R Vinay Kumar,1.0,0.0
2018.0,RA Jadeja,3.0,4.0
2018.0,RA Tripathi,18.0,8.0
2018.0,RG Sharma,25.0,12.0
2018.0,RK Bhui,0.0,0.0
2018.0,RK Singh,4.0,0.0
2018.0,RR Pant,68.0,37.0
2018.0,RV Uthappa,30.0,21.0
2018.0,Rashid Khan,3.0,6.0
2018.0,S Dhawan,59.0,14.0
2018.0,S Gopal,5.0,0.0
2018.0,S Kaul,0.0,0.0
2018.0,S Nadeem,0.0,0.0
2018.0,SA Yadav,61.0,16.0
2018.0,SK Raina,46.0,12.0
2018.0,SN Khan,7.0,1.0
2018.0,SN Thakur,3.0,0.0
2018.0,SP Goswami,6.0,1.0
2018.0,SP Narine,40.0,23.0
2018.0,SR Watson,44.0,35.0
2018.0,SS Iyer,29.0,21.0
2018.0,STR Binny,2.0,2.0
2018.0,SV Samson,30.0,19.0
2018.0,SW Billings,8.0,5.0
2018.0,Sandeep Sharma,0.0,0.0
2018.0,Shakib Al Hasan,26.0,5.0
2018.0,Shivam Mavi,1.0,0.0
2018.0,Shubman Gill,22.0,5.0
2018.0,TA Boult,0.0,0.0
2018.0,TG Southee,5.0,1.0
2018.0,TK Curran,3.0,0.0
2018.0,UT Yadav,0.0,0.0
2018.0,V Kohli,52.0,18.0
2018.0,V Shankar,11.0,11.0
2018.0,WP Saha,17.0,1.0
2018.0,Washington Sundar,5.0,4.0
2018.0,YK Pathan,22.0,11.0
2018.0,YS Chahal,0.0,0.0
2018.0,Yuvraj Singh,6.0,2.0
2019.0,A Mishra,2.0,0.0
2019.0,AB de Villiers,31.0,26.0
2019.0,AD Nath,5.0,2.0
2019.0,AD Russell,31.0,52.0
2019.0,AJ Turner,0.0,0.0
2019.0,AJ Tye,0.0,0.0
2019.0,AM Rahane,45.0,9.0
2019.0,AR Patel,10.0,3.0
2019.0,AS Joseph,2.0,0.0
2019.0,AT Rayudu,20.0,7.0
2019.0,Abhishek Sharma,1.0,0.0
2019.0,Avesh Khan,1.0,0.0
2019.0,B Kumar,1.0,0.0
2019.0,BA Stokes,8.0,4.0
2019.0,BB Sran,0.0,0.0
2019.0,BCJ Cutting,1.0,1.0
2019.0,Basil Thampi,0.0,0.0
2019.0,C Munro,9.0,4.0
2019.0,C de Grandhomme,4.0,2.0
2019.0,CA Ingram,20.0,5.0
2019.0,CA Lynn,41.0,22.0
2019.0,CH Gayle,45.0,34.0
2019.0,CH Morris,1.0,2.0
2019.0,CR Brathwaite,1.0,0.0
2019.0,DA Miller,19.0,7.0
2019.0,DA Warner,57.0,21.0
2019.0,DJ Bravo,6.0,3.0
2019.0,DJ Hooda,5.0,1.0
2019.0,DL Chahar,1.0,0.0
2019.0,DR Shorey,0.0,0.0
2019.0,DS Kulkarni,1.0,0.0
2019.0,DW Steyn,0.0,0.0
2019.0,E Lewis,4.0,2.0
2019.0,F du Plessis,36.0,15.0
2019.0,GC Viljoen,0.0,0.0
2019.0,GH Vihari,0.0,0.0
2019.0,Gurkeerat Singh,11.0,2.0
2019.0,H Klaasen,0.0,0.0
2019.0,HF Gurney,0.0,0.0
2019.0,HH Pandya,28.0,29.0
2019.0,HV Patel,0.0,0.0
2019.0,Harbhajan Singh,0.0,0.0
2019.0,Harpreet Brar,2.0,1.0
2019.0,I Sharma,1.0,1.0
2019.0,IS Sodhi,0.0,0.0
2019.0,Imran Tahir,0.0,0.0
2019.0,Ishan Kishan,8.0,4.0
2019.0,J Suchith,0.0,0.0
2019.0,JC Archer,4.0,4.0
2019.0,JC Buttler,38.0,14.0
2019.0,JD Unadkat,0.0,0.0
2019.0,JJ Bumrah,0.0,0.0
2019.0,JL Denly,0.0,0.0
2019.0,JM Bairstow,48.0,18.0
2019.0,K Gowtham,1.0,1.0
2019.0,K Rabada,0.0,1.0
2019.0,KA Pollard,14.0,22.0
2019.0,KC Cariappa,0.0,1.0
2019.0,KD Karthik,22.0,14.0
2019.0,KH Pandya,18.0,5.0
2019.0,KK Ahmed,0.0,0.0
2019.0,KK Nair,0.0,0.0
2019.0,KL Rahul,49.0,25.0
2019.0,KM Jadhav,19.0,3.0
2019.0,KMA Paul,1.0,1.0
2019.0,KS Williamson,12.0,5.0
2019.0,Kuldeep Yadav,1.0,0.0
2019.0,LS Livingstone,6.0,5.0
2019.0,M Ashwin,0.0,0.0
2019.0,M Markande,1.0,0.0
2019.0,M Prasidh Krishna,0.0,0.0
2019.0,M Vijay,6.0,1.0
2019.0,MA Agarwal,26.0,14.0
2019.0,MJ Guptill,4.0,7.0
2019.0,MJ McClenaghan,2.0,0.0
2019.0,MJ Santner,0.0,3.0
2019.0,MK Lomror,2.0,0.0
2019.0,MK Pandey,34.0,6.0
2019.0,MM Ali,16.0,17.0
2019.0,MM Sharma,0.0,0.0
2019.0,MP Stoinis,14.0,10.0
2019.0,MS Dhoni,22.0,23.0
2019.0,Mandeep Singh,10.0,4.0
2019.0,Mohammad Nabi,8.0,7.0
2019.0,Mohammed Shami,0.0,0.0
2019.0,Mohammed Siraj,0.0,0.0
2019.0,Mujeeb Ur Rahman,0.0,0.0
2019.0,N Pooran,9.0,14.0
2019.0,N Rana,27.0,21.0
2019.0,NA Saini,0.0,0.0
2019.0,NS Naik,1.0,0.0
2019.0,P Negi,1.0,0.0
2019.0,P Ray Barman,2.0,0.0
2019.0,PA Patel,48.0,10.0
2019.0,PP Chawla,4.0,2.0
2019.0,PP Shaw,45.0,9.0
2019.0,Prabhsimran Singh,1.0,1.0
2019.0,Q de Kock,45.0,25.0
2019.0,R Ashwin,3.0,3.0
2019.0,R Parag,17.0,5.0
2019.0,R Tewatia,2.0,1.0
2019.0,RA Jadeja,7.0,4.0
2019.0,RA Tripathi,13.0,2.0
2019.0,RD Chahar,2.0,0.0
2019.0,RG Sharma,52.0,10.0
2019.0,RK Bhui,0.0,0.0
2019.0,RK Singh,1.0,2.0
2019.0,RR Pant,37.0,27.0
2019.0,RV Uthappa,28.0,10.0
2019.0,Rashid Khan,2.0,2.0
2019.0,Rasikh Salam,0.0,0.0
2019.0,S Dhawan,64.0,11.0
2019.0,S Dube,1.0,3.0
2019.0,S Gopal,8.0,1.0
2019.0,S Kaul,0.0,0.0
2019.0,S Lamichhane,0.0,0.0
2019.0,SA Yadav,45.0,10.0
2019.0,SD Lad,1.0,1.0
2019.0,SE Rutherford,2.0,7.0
2019.0,SK Raina,45.0,9.0
2019.0,SM Curran,13.0,3.0
2019.0,SN Khan,19.0,4.0
2019.0,SN Thakur,1.0,1.0
2019.0,SO Hetmyer,4.0,7.0
2019.0,SP Narine,17.0,9.0
2019.0,SPD Smith,30.0,4.0
2019.0,SR Watson,42.0,20.0
2019.0,SS Iyer,41.0,14.0
2019.0,STR Binny,5.0,4.0
2019.0,SV Samson,28.0,13.0
2019.0,SW Billings,0.0,0.0
2019.0,Sandeep Sharma,1.0,0.0
2019.0,Shakib Al Hasan,0.0,0.0
2019.0,Shubman Gill,21.0,10.0
2019.0,TA Boult,0.0,1.0
2019.0,TG Southee,0.0,0.0
2019.0,UT Yadav,3.0,1.0
2019.0,V Kohli,46.0,13.0
2019.0,V Shankar,11.0,12.0
2019.0,VR Aaron,0.0,0.0
2019.0,WP Saha,13.0,1.0
2019.0,Washington Sundar,0.0,0.0
2019.0,Y Prithvi Raj,0.0,0.0
2019.0,YK Pathan,1.0,1.0
2019.0,YS Chahal,0.0,0.0
2019.0,Yuvraj Singh,7.0,6.0
2020.0,A Nortje,0.0,0.0
2020.0,AB de Villiers,33.0,23.0
2020.0,AD Russell,9.0,9.0
2020.0,AJ Finch,28.0,8.0
2020.0,AJ Tye,0.0,1.0
2020.0,AM Rahane,12.0,2.0
2020.0,AR Patel,6.0,8.0
2020.0,AS Rajpoot,0.0,1.0
2020.0,AT Carey,0.0,1.0
2020.0,AT Rayudu,30.0,12.0
2020.0,Abdul Samad,8.0,6.0
2020.0,Abhishek Sharma,6.0,3.0
2020.0,Arshdeep Singh,0.0,0.0
2020.0,B Kumar,0.0,0.0
2020.0,BA Stokes,36.0,7.0
2020.0,CH Gayle,15.0,23.0
2020.0,CH Morris,2.0,3.0
2020.0,CJ Jordan,2.0,0.0
2020.0,CV Varun,0.0,0.0
2020.0,D Padikkal,51.0,8.0
2020.0,DA Miller,0.0,0.0
2020.0,DA Warner,52.0,14.0
2020.0,DJ Bravo,0.0,0.0
2020.0,DJ Hooda,5.0,5.0
2020.0,DL Chahar,0.0,0.0
2020.0,DR Sams,0.0,0.0
2020.0,DS Kulkarni,0.0,0.0
2020.0,DW Steyn,0.0,0.0
2020.0,EJG Morgan,32.0,24.0
2020.0,F du Plessis,42.0,14.0
2020.0,GJ Maxwell,9.0,0.0
2020.0,Gurkeerat Singh,8.0,0.0
2020.0,HH Pandya,14.0,25.0
2020.0,HV Patel,2.0,0.0
2020.0,I Udana,1.0,1.0
2020.0,Imran Tahir,2.0,0.0
2020.0,Ishan Kishan,36.0,30.0
2020.0,JC Archer,5.0,10.0
2020.0,JC Buttler,27.0,16.0
2020.0,JD Unadkat,0.0,0.0
2020.0,JDS Neesham,0.0,1.0
2020.0,JJ Bumrah,0.0,0.0
2020.0,JL Pattinson,2.0,0.0
2020.0,JM Bairstow,31.0,13.0
2020.0,JO Holder,5.0,3.0
2020.0,JR Philippe,9.0,1.0
2020.0,K Gowtham,3.0,2.0
2020.0,K Rabada,4.0,2.0
2020.0,KA Pollard,15.0,22.0
2020.0,KD Karthik,20.0,4.0
2020.0,KH Pandya,9.0,5.0
2020.0,KK Ahmed,0.0,0.0
2020.0,KK Nair,2.0,0.0
2020.0,KL Nagarkoti,1.0,0.0
2020.0,KL Rahul,58.0,23.0
2020.0,KM Jadhav,7.0,0.0
2020.0,KS Williamson,26.0,10.0
2020.0,Kartik Tyagi,0.0,0.0
2020.0,Kuldeep Yadav,1.0,0.0
2020.0,LH Ferguson,4.0,1.0
2020.0,M Ashwin,0.0,0.0
2020.0,M Prasidh Krishna,0.0,0.0
2020.0,M Vijay,4.0,0.0
2020.0,MA Agarwal,44.0,15.0
2020.0,MK Lomror,2.0,3.0
2020.0,MK Pandey,35.0,18.0
2020.0,MM Ali,1.0,0.0
2020.0,MP Stoinis,31.0,16.0
2020.0,MR Marsh,0.0,0.0
2020.0,MS Dhoni,16.0,7.0
2020.0,Mandeep Singh,10.0,4.0
2020.0,Mohammad Nabi,2.0,0.0
2020.0,Mohammed Shami,0.0,0.0
2020.0,Mohammed Siraj,2.0,0.0
2020.0,Mujeeb Ur Rahman,0.0,0.0
2020.0,N Jagadeesan,4.0,0.0
2020.0,N Pooran,23.0,25.0
2020.0,N Rana,43.0,12.0
2020.0,NA Saini,3.0,0.0
2020.0,NM Coulter-Nile,4.0,0.0
2020.0,NS Naik,0.0,0.0
2020.0,P Dubey,0.0,0.0
2020.0,PJ Cummins,9.0,8.0
2020.0,PK Garg,9.0,4.0
2020.0,PP Shaw,27.0,8.0
2020.0,Prabhsimran Singh,2.0,0.0
2020.0,Q de Kock,46.0,22.0
2020.0,R Ashwin,3.0,1.0
2020.0,R Parag,6.0,3.0
2020.0,R Tewatia,13.0,17.0
2020.0,RA Jadeja,22.0,11.0
2020.0,RA Tripathi,21.0,10.0
2020.0,RD Chahar,0.0,0.0
2020.0,RD Gaikwad,16.0,6.0
2020.0,RG Sharma,27.0,19.0
2020.0,RK Singh,1.0,0.0
2020.0,RR Pant,31.0,9.0
2020.0,RV Uthappa,19.0,7.0
2020.0,Rashid Khan,3.0,2.0
2020.0,Ravi Bishnoi,1.0,0.0
2020.0,S Dhawan,67.0,12.0
2020.0,S Dube,5.0,9.0
2020.0,S Gopal,3.0,0.0
2020.0,S Nadeem,1.0,0.0
2020.0,SA Yadav,61.0,11.0
2020.0,SM Curran,12.0,12.0
2020.0,SN Khan,5.0,0.0
2020.0,SN Thakur,0.0,0.0
2020.0,SO Hetmyer,11.0,12.0
2020.0,SP Goswami,0.0,0.0
2020.0,SP Narine,10.0,8.0
2020.0,SPD Smith,32.0,9.0
2020.0,SR Watson,33.0,13.0
2020.0,SS Cottrell,0.0,0.0
2020.0,SS Iyer,40.0,16.0
2020.0,SS Tiwary,8.0,3.0
2020.0,SV Samson,21.0,26.0
2020.0,Sandeep Sharma,1.0,0.0
2020.0,Shahbaz Ahmed,0.0,0.0
2020.0,Shivam Mavi,1.0,0.0
2020.0,Shubman Gill,44.0,9.0
2020.0,T Banton,1.0,1.0
2020.0,T Natarajan,0.0,0.0
2020.0,TA Boult,0.0,0.0
2020.0,TK Curran,5.0,3.0
2020.0,TU Deshpande,2.0,1.0
2020.0,UT Yadav,0.0,0.0
2020.0,V Kohli,23.0,11.0
2020.0,V Shankar,10.0,1.0
2020.0,VR Aaron,0.0,0.0
2020.0,WP Saha,24.0,5.0
2020.0,Washington Sundar,10.0,2.0
2020.0,YBK Jaiswal,2.0,2.0
2020.0,YS Chahal,0.0,0.0
2021.0,AB de Villiers,23.0,16.0
2021.0,AD Russell,14.0,14.0
2021.0,AF Milne,0.0,1.0
2021.0,AK Markram,12.0,4.0
2021.0,AM Rahane,1.0,0.0
2021.0,AR Patel,2.0,1.0
2021.0,AT Rayudu,16.0,17.0
2021.0,Abdul Samad,4.0,8.0
2021.0,Abhishek Sharma,7.0,4.0
2021.0,Anmolpreet Singh,2.0,1.0
2021.0,Anuj Rawat,0.0,0.0
2021.0,Arshdeep Singh,0.0,0.0
2021.0,Avesh Khan,1.0,0.0
2021.0,B Kumar,3.0,0.0
2021.0,BA Stokes,0.0,0.0
2021.0,C Sakariya,2.0,0.0
2021.0,CA Lynn,4.0,3.0
2021.0,CH Gayle,21.0,8.0
2021.0,CH Morris,2.0,5.0
2021.0,CJ Jordan,1.0,3.0
2021.0,CR Woakes,2.0,0.0
2021.0,CV Varun,0.0,0.0
2021.0,D Padikkal,44.0,14.0
2021.0,DA Miller,11.0,3.0
2021.0,DA Warner,15.0,6.0
2021.0,DJ Bravo,3.0,4.0
2021.0,DJ Hooda,9.0,9.0
2021.0,DJ Malan,1.0,1.0
2021.0,DL Chahar,0.0,0.0
2021.0,DR Sams,0.0,0.0
2021.0,DS Kulkarni,0.0,0.0
2021.0,DT Christian,1.0,0.0
2021.0,E Lewis,18.0,7.0
2021.0,EJG Morgan,8.0,6.0
2021.0,F du Plessis,60.0,23.0
2021.0,FA Allen,0.0,0.0
2021.0,GD Phillips,1.0,2.0
2021.0,GHS Garton,0.0,0.0
2021.0,GJ Maxwell,48.0,21.0
2021.0,HH Pandya,11.0,5.0
2021.0,HV Patel,6.0,2.0
2021.0,Harbhajan Singh,0.0,0.0
2021.0,Harpreet Brar,3.0,2.0
2021.0,Ishan Kishan,21.0,10.0
2021.0,J Suchith,2.0,1.0
2021.0,J Yadav,2.0,1.0
2021.0,JA Richardson,2.0,0.0
2021.0,JC Buttler,27.0,13.0
2021.0,JD Unadkat,3.0,2.0
2021.0,JDS Neesham,0.0,0.0
2021.0,JJ Bumrah,2.0,0.0
2021.0,JJ Roy,21.0,1.0
2021.0,JM Bairstow,20.0,15.0
2021.0,JO Holder,2.0,6.0
2021.0,K Rabada,2.0,0.0
2021.0,K Yadav,0.0,0.0
2021.0,KA Jamieson,5.0,3.0
2021.0,KA Pollard,16.0,16.0
2021.0,KD Karthik,22.0,7.0
2021.0,KH Pandya,10.0,6.0
2021.0,KK Ahmed,0.0,0.0
2021.0,KL Nagarkoti,0.0,0.0
2021.0,KL Rahul,48.0,30.0
2021.0,KM Jadhav,2.0,2.0
2021.0,KS Bharat,10.0,8.0
2021.0,KS Williamson,29.0,2.0
2021.0,Kartik Tyagi,0.0,0.0
2021.0,LH Ferguson,1.0,1.0
2021.0,LS Livingstone,3.0,1.0
2021.0,Lalit Yadav,7.0,0.0
2021.0,M Ashwin,1.0,0.0
2021.0,M Jansen,0.0,0.0
2021.0,M Prasidh Krishna,0.0,0.0
2021.0,M Shahrukh Khan,9.0,10.0
2021.0,M Vohra,5.0,2.0
2021.0,MA Agarwal,42.0,18.0
2021.0,MC Henriques,0.0,1.0
2021.0,MK Lomror,3.0,6.0
2021.0,MK Pandey,21.0,10.0
2021.0,MM Ali,31.0,19.0
2021.0,MP Stoinis,11.0,1.0
2021.0,MS Dhoni,12.0,3.0
2021.0,Mandeep Singh,2.0,0.0
2021.0,Mohammad Nabi,3.0,2.0
2021.0,Mohammed Shami,0.0,0.0
2021.0,Mohammed Siraj,1.0,1.0
2021.0,Mujeeb Ur Rahman,0.0,0.0
2021.0,Mustafizur Rahman,0.0,1.0
2021.0,N Pooran,3.0,5.0
2021.0,N Rana,34.0,17.0
2021.0,NA Saini,0.0,0.0
2021.0,NM Coulter-Nile,0.0,0.0
2021.0,NT Ellis,0.0,1.0
2021.0,PJ Cummins,5.0,8.0
2021.0,PK Garg,2.0,3.0
2021.0,PP Chawla,0.0,0.0
2021.0,PP Shaw,56.0,18.0
2021.0,PWH de Silva,0.0,0.0
2021.0,Prabhsimran Singh,1.0,1.0
2021.0,Q de Kock,29.0,7.0
2021.0,R Ashwin,2.0,1.0
2021.0,R Parag,6.0,4.0
2021.0,R Tewatia,11.0,6.0
2021.0,RA Jadeja,19.0,9.0
2021.0,RA Tripathi,41.0,11.0
2021.0,RD Chahar,1.0,0.0
2021.0,RD Gaikwad,64.0,23.0
2021.0,RG Sharma,33.0,14.0
2021.0,RM Patidar,3.0,3.0
2021.0,RP Meredith,0.0,0.0
2021.0,RR Pant,42.0,10.0
2021.0,RV Patel,3.0,0.0
2021.0,RV Uthappa,8.0,5.0
2021.0,Rashid Khan,9.0,2.0
2021.0,Ravi Bishnoi,0.0,0.0
2021.0,S Dhawan,63.0,16.0
2021.0,S Dube,18.0,10.0
2021.0,S Gopal,0.0,1.0
2021.0,S Kaul,1.0,0.0
2021.0,S Nadeem,0.0,0.0
2021.0,SA Yadav,40.0,10.0
2021.0,SK Raina,13.0,9.0
2021.0,SM Curran,5.0,3.0
2021.0,SN Khan,0.0,0.0
2021.0,SN Thakur,0.0,0.0
2021.0,SO Hetmyer,19.0,12.0
2021.0,SP Narine,3.0,5.0
2021.0,SPD Smith,13.0,2.0
2021.0,SS Iyer,7.0,5.0
2021.0,SS Tiwary,10.0,2.0
2021.0,SV Samson,45.0,17.0
2021.0,Sachin Baby,0.0,0.0
2021.0,Sandeep Sharma,1.0,0.0
2021.0,Shahbaz Ahmed,4.0,2.0
2021.0,Shakib Al Hasan,3.0,1.0
2021.0,Shivam Mavi,2.0,2.0
2021.0,Shubman Gill,50.0,12.0
2021.0,T Natarajan,0.0,0.0
2021.0,T Shamsi,0.0,0.0
2021.0,TA Boult,0.0,0.0
2021.0,TG Southee,0.0,0.0
2021.0,TH David,0.0,0.0
2021.0,TK Curran,2.0,0.0
2021.0,TL Seifert,0.0,0.0
2021.0,V Kohli,43.0,9.0
2021.0,V Shankar,1.0,3.0
2021.0,VR Iyer,37.0,14.0
2021.0,Virat Singh,1.0,0.0
2021.0,WP Saha,7.0,5.0
2021.0,Washington Sundar,2.0,0.0
2021.0,YBK Jaiswal,32.0,10.0
2021.0,YS Chahal,0.0,0.0
2022.0,A Badoni,11.0,7.0
2022.0,A Manohar,14.0,3.0
2022.0,A Nortje,0.0,0.0
2022.0,A Tomar,1.0,0.0
2022.0,AD Russell,18.0,32.0
2022.0,AJ Finch,10.0,3.0
2022.0,AK Markram,25.0,19.0
2022.0,AM Rahane,14.0,4.0
2022.0,AR Patel,12.0,10.0
2022.0,AS Joseph,0.0,0.0
2022.0,AS Roy,0.0,0.0
2022.0,AT Rayudu,25.0,15.0
2022.0,Abdul Samad,0.0,0.0
2022.0,Abhishek Sharma,47.0,13.0
2022.0,Akash Deep,0.0,0.0
2022.0,Aman Hakim Khan,1.0,0.0
2022.0,Anmolpreet Singh,1.0,0.0
2022.0,Anuj Rawat,10.0,7.0
2022.0,Arshdeep Singh,3.0,0.0
2022.0,Avesh Khan,0.0,3.0
2022.0,B Indrajith,2.0,0.0
2022.0,B Kumar,3.0,0.0
2022.0,B Sai Sudharsan,14.0,3.0
2022.0,CJ Jordan,0.0,0.0
2022.0,CV Varun,2.0,0.0
2022.0,D Brevis,14.0,11.0
2022.0,D Padikkal,40.0,14.0
2022.0,D Pretorius,3.0,3.0
2022.0,DA Miller,32.0,23.0
2022.0,DA Warner,52.0,15.0
2022.0,DJ Bravo,1.0,1.0
2022.0,DJ Hooda,36.0,18.0
2022.0,DJ Mitchell,1.0,0.0
2022.0,DJ Willey,3.0,0.0
2022.0,DP Conway,22.0,12.0
2022.0,DR Sams,1.0,3.0
2022.0,E Lewis,8.0,3.0
2022.0,F du Plessis,49.0,13.0
2022.0,FA Allen,1.0,0.0
2022.0,Fazalhaq Farooqi,0.0,0.0
2022.0,GJ Maxwell,31.0,15.0
2022.0,HE van der Dussen,2.0,0.0
2022.0,HH Pandya,49.0,12.0
2022.0,HR Shokeen,5.0,0.0
2022.0,HV Patel,4.0,2.0
2022.0,Harpreet Brar,1.0,2.0
2022.0,Harshit Rana,0.0,0.0
2022.0,Ishan Kishan,45.0,11.0
2022.0,J Suchith,0.0,0.0
2022.0,JC Buttler,83.0,45.0
2022.0,JD Unadkat,4.0,3.0
2022.0,JDS Neesham,3.0,0.0
2022.0,JJ Bumrah,0.0,0.0
2022.0,JM Bairstow,34.0,9.0
2022.0,JM Sharma,22.0,12.0
2022.0,JO Holder,2.0,6.0
2022.0,JR Hazlewood,1.0,0.0
2022.0,K Gowtham,0.0,0.0
2022.0,K Kartikeya,0.0,0.0
2022.0,K Rabada,5.0,2.0
2022.0,KA Pollard,6.0,9.0
2022.0,KD Karthik,27.0,22.0
2022.0,KH Pandya,16.0,4.0
2022.0,KK Ahmed,0.0,0.0
2022.0,KK Nair,1.0,0.0
2022.0,KL Rahul,45.0,30.0
2022.0,KR Sen,0.0,0.0
2022.0,KS Bharat,2.0,0.0
2022.0,KS Sharma,1.0,0.0
2022.0,KS Williamson,16.0,8.0
2022.0,Kartik Tyagi,1.0,0.0
